config,hop,module,helloOverhead,DDOverhead,LSROverhead,LSUOverhead,LSACKOverhead,total
fail20_test5,1,0.0.3.3,15836,120352,1152,1855184,502232,2494756
fail20_test5,1,0.0.3.4,16028,103244,1452,1765472,513944,2400140
fail20_test5,1,0.0.3.5,14320,144016,1128,1680388,398440,2238292
fail20_test5,1,0.0.3.6,15784,113332,744,1738316,494460,2362636
fail20_test5,1,0.0.4.1,15980,79712,852,1879700,547068,2523312
fail20_test5,1,0.0.4.2,16136,88556,504,1837924,536744,2479864
fail20_test5,1,0.0.4.3,15692,120900,1140,1837396,501076,2476204
fail20_test5,1,0.0.4.4,14920,119828,1596,1678560,460240,2275144
fail20_test5,1,0.0.4.5,14972,118532,780,1706728,449804,2290816
fail20_test5,1,0.0.4.6,16376,88776,564,1847444,550596,2503756
fail20_test5,1,0.0.5.1,15308,105968,480,1733852,482788,2338396
fail20_test5,1,0.0.5.2,16328,92496,480,1808084,535524,2452912
fail20_test5,1,0.0.5.3,16376,99812,420,1759676,530852,2407136
fail20_test5,1,0.0.5.4,14716,127768,888,1639468,445808,2228648
fail20_test5,1,0.0.5.5,16820,78764,540,1845372,571480,2512976
fail20_test5,1,0.0.5.6,15732,116000,660,1698572,494840,2325804
fail20_test5,1,0.0.6.1,14780,126788,852,1309620,394356,1846396
fail20_test5,1,0.0.6.2,15496,103868,744,1399880,439800,1959788
fail20_test5,1,0.0.6.3,15952,95860,792,1374784,472964,1960352
fail20_test5,1,0.0.6.4,15124,102768,696,1305800,424300,1848688
fail20_test5,1,0.0.6.5,16636,79404,636,1359916,501636,1958228
fail20_test5,1,0.0.6.6,15792,109744,900,1280516,443240,1850192
fail20_test5,1,0.0.7.1,15120,120964,480,1584968,447568,2169100
fail20_test5,1,0.0.7.2,15444,108248,876,1696004,471152,2291724
fail20_test5,1,0.0.7.3,16524,88600,576,1800796,548804,2455300
fail20_test5,1,0.0.7.4,15684,117916,960,1761252,486876,2382688
fail20_test5,1,0.0.7.5,15600,123408,576,1704232,489896,2333712
fail20_test5,1,0.0.7.6,15060,120320,600,1490476,459868,2086324
fail20_test5,1,0.0.8.1,15248,101456,1056,1754192,449076,2321028
fail20_test5,1,0.0.8.2,13644,146672,912,1558028,352716,2071972
fail20_test5,1,0.0.8.3,15644,107608,840,1548128,472824,2145044
fail20_test5,1,0.0.8.4,14376,132848,1044,1581988,402464,2132720
fail20_test5,1,0.0.8.5,15844,92064,756,1753312,511820,2373796
fail20_test5,1,0.0.8.6,16276,99184,516,1654392,532180,2302548
fail20_test5,1,0.0.9.1,15644,110212,1692,1936532,490588,2554668
fail20_test5,1,0.0.9.2,15696,124740,1068,1902480,506124,2550108
